@relation train_10K-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10

@attribute lucene numeric
@attribute inlink numeric
@attribute outlink numeric
@attribute valid {0,1}

@data
6.429575,4,13,0
8.913325,47596,989,1
7.251481,2,132,0
5.123297,10,40,0
5.420627,3,2,0
7.852103,1,2,0
10.087835,684,63,1
5.481261,150,68,0
6.06493,790,740,0
5.432322,1,6,0
6.972826,1,6,0
8.151835,0,0,0
5.778051,60,81,0
6.404121,8,10,0
7.45737,5,56,0
7.177562,109,221,1
15.607887,893,361,1
13.735923,776,300,1
5.669951,6,4,0
10.246593,94,132,1
7.132975,14,112,1
5.962887,3,5,0
6.015757,8,23,0
10.600591,0,0,1
11.064592,0,0,1
6.310298,79,98,0
9.387297,221,223,1
3.868647,391,477,0
5.566973,13,97,0
8.415232,14,234,1
15.607887,391,85,1
15.607887,2767,92,1
6.686822,79,64,0
7.672301,11,16,0
4.793624,8,11,0
15.607887,1113,292,1
13.356595,1,60,0
12.250422,1345,460,1
5.036262,19,64,0
15.607887,1518,219,1
7.031986,37,53,0
9.75493,46,88,1
15.607887,123,117,1
15.607887,893,361,1
5.163922,59,53,1
15.607887,310,177,1
15.607887,1556,84,1
5.706285,2,8,0
12.223496,259,68,1
10.767053,1794,572,1
3.325897,4,15,0
7.550954,16,48,1
5.47935,26,11,0
10.973158,607,137,1
9.919218,4690,117,1
11.655191,707,171,1
6.569421,72,52,0
8.082787,2681,281,1
6.59744,4,7,0
5.39442,337,355,0
8.406716,99671,1058,1
11.207284,0,0,1
6.041501,3,12,0
7.117737,0,4,0
6.967339,5,38,0
5.60198,9,15,0
15.607887,180,108,1
7.730755,3,13,0
13.387034,862,172,1
8.019816,7847,119,1
8.848632,0,0,1
15.607887,0,0,1
11.359392,133,62,1
6.499001,70,87,0
5.317928,7,15,0
15.607887,1512,100,1
13.661977,130,128,1
13.381359,2083,193,1
6.236197,91,131,0
11.647074,2405,239,1
11.201168,1866,260,1
6.165552,26129,928,1
3.971046,51,117,0
9.976675,0,0,1
9.118681,70953,1348,1
15.607887,1211,251,0
15.607887,14494,1193,1
15.607887,471,232,1
15.607887,0,0,1
5.723823,16,91,1
5.712918,74,94,0
15.607887,1090,132,1
2.411042,74,79,0
10.618588,1853,602,1
13.356595,1544,103,1
4.834407,4,5,0
11.283754,893,361,1
6.316643,3,28,0
11.403194,248,43,1
4.849711,12,17,0
7.355271,11,16,0
10.245338,145,118,1
3.325897,14,16,0
5.325196,93,102,0
7.410735,1,14,0
11.097391,120,50,1
13.467821,0,0,1
5.051742,7,8,0
5.807266,25,114,0
3.325897,7,13,0
8.995628,71,86,0
6.934506,31,34,0
15.607887,75,123,1
6.65265,2,23,0
15.607887,178,42,1
7.368681,13,20,0
15.607887,1075,399,1
9.387297,2129,221,1
12.052539,10076,243,1
10.423299,235,46,1
11.069925,1195,716,0
6.678298,37,48,0
11.556102,1045,367,1
14.509275,216,153,1
6.281683,0,0,0
7.44938,6,9,0
15.607887,4347,180,1
11.497013,202,39,1
4.851299,18,21,0
11.141979,0,0,1
5.562442,12,26,0
9.10853,0,654,1
6.033464,3,106,0
15.607887,1824,80,1
15.607887,2090,191,1
10.939742,0,0,1
12.899837,137,64,1
3.325897,386,376,0
6.449918,3,10,0
6.382494,119,50,0
15.607887,0,0,1
5.385732,31,52,0
11.983546,0,0,0
15.607887,140441,1039,1
4.458109,0,0,0
13.903139,435,395,1
6.612952,2,7,0
15.607887,31831,1173,1
5.046705,29,34,0
9.420651,515,61,1
12.389011,2064,225,1
4.340097,57,88,0
5.510514,97,74,0
10.72888,54,95,0
15.607887,1182,347,1
5.929192,2,5,0
7.88676,6154,201,1
5.321436,1,29,0
5.863962,1,9,0
2.638998,3,15,0
10.144055,3,11,0
8.976544,1989,200,1
10.031938,34,51,0
6.111748,5,15,0
9.549886,6,6,0
10.463304,945,304,1
10.956112,3883,195,1
6.027692,122,359,0
7.959773,0,0,0
15.607887,471,232,1
6.803083,4,7,0
4.390633,111,338,0
15.165675,99,135,1
5.325196,191,223,0
15.607887,214,36,1
15.607887,277,84,1
13.816128,153,41,1
6.014251,5,8,0
15.607887,190,148,1
12.899837,61,82,0
10.272755,4,26,0
11.716066,0,0,1
11.207284,867,27,1
5.023563,228,222,0
3.85882,0,31,0
11.345207,808,14,1
4.583811,58,67,0
3.325897,9,7,0
15.202422,0,0,1
9.068296,124,115,1
6.056461,453,236,1
10.600591,0,0,1
15.607887,306,302,1
15.607887,0,0,1
15.607887,59,124,1
15.607887,2690,351,1
6.902212,6,77,0
11.464752,0,0,0
6.732254,3,10,0
7.514573,1793,275,1
8.538735,436,348,1
15.607887,2751,300,1
10.04913,0,0,1
8.673003,2814,279,1
8.81488,945,387,1
11.90753,1639,177,1
6.410018,10,13,0
8.538735,3,4,0
4.088174,3,43,0
15.607887,448,316,1
5.658714,22,36,0
4.666666,9,5,0
10.526483,2726,203,1
5.317412,10,28,0
5.97311,8,9,0
12.233468,311,169,1
2.841884,55,85,0
7.316196,1933,233,0
5.570828,0,0,0
3.325897,4,15,0
6.345354,0,0,0
12.774673,0,0,1
7.233529,3,8,0
11.709877,799,135,1
10.880499,748,92,1
13.256512,2673,49,1
7.062539,19,41,0
15.202422,3707,621,1
15.607887,95,41,1
5.421845,78,36,0
7.244691,49,60,0
12.450887,438,34,1
6.024487,0,0,0
6.310298,431,121,0
4.485976,2,11,0
6.625369,1020,96,1
3.942003,2,129,0
9.097629,0,0,0
6.125354,3,11,0
15.607887,5062,112,1
15.202422,3707,621,1
4.913221,5,18,0
6.302767,17,25,0
12.745687,5,9,0
15.607887,1893,276,1
8.655158,227,88,1
15.607887,0,0,0
15.607887,707,171,1
6.868043,0,5,0
6.889325,0,0,0
6.111318,69,12,0
7.048221,1,4,0
8.845157,3,62,1
6.657816,32,61,0
6.604808,6,17,0
10.376779,12534,760,1
5.548416,0,0,0
8.105518,1,3,0
3.325897,29,53,0
6.633787,1,21,0
14.509275,83,97,1
15.607887,607,137,1
15.607887,236,176,1
5.786823,2,9,0
8.009718,28,29,1
9.450908,22656,95,1
8.055726,38,120,0
7.254637,37,77,1
3.325897,9,7,0
13.946249,1634,228,1
6.035778,28,16,0
8.645643,7,20,0
10.73269,10,27,0
5.370611,5,17,0
5.852957,4,21,0
9.182247,12,31,1
6.235422,2083,193,1
5.123297,1,19,0
9.669032,322,242,0
8.381664,13,9,0
6.280706,6,5,0
15.607887,2064,225,1
10.376779,12534,760,1
6.032531,7,22,0
4.603381,19,166,0
12.1739,1121,264,1
3.860278,31,34,0
6.625369,796,64,1
5.284517,7,5,0
15.607887,292,244,1
10.174165,11,4,0
9.55286,945,387,1
6.705331,11,20,0
9.387297,3,3,0
15.607887,6227,583,1
15.607887,132,18,0
5.207947,4,8,0
6.657538,5,16,0
11.464752,667,33,1
12.275682,813,347,1
10.302097,526,454,1
15.607887,0,0,1
15.607887,394,203,1
8.623851,307,188,1
6.368479,10,26,0
7.027993,22,275,1
9.387297,221,223,1
9.097629,75,75,0
15.607887,0,0,0
6.477186,596,572,1
15.607887,1665,396,1
9.242276,25,27,0
5.806138,2,4,0
15.607887,75,123,1
9.527954,47731,1013,1
6.808664,46,42,0
15.607887,3909,497,1
6.014251,7,19,0
15.607887,0,0,1
12.892145,53,34,1
9.068296,124,115,1
12.275682,0,0,1
9.387297,2129,221,1
6.742253,49,13,1
12.275682,0,0,1
5.321033,0,0,0
15.202422,208,83,1
7.658062,12,27,1
6.71272,71,68,0
6.320993,4,18,0
10.024391,353,135,1
6.103345,1,23,0
3.815724,2,7,0
4.497256,37,74,0
15.607887,0,0,1
15.607887,389,22,1
17.272297,1182,347,1
3.325897,2,12,0
6.561822,16,32,0
5.841497,391,85,1
6.705331,0,0,0
5.624086,15,59,0
15.607887,430,311,1
6.806703,148,152,0
15.607887,204,16,1
12.867047,32,37,1
7.560213,205,177,1
8.563418,1,5,0
7.335429,3,9,0
3.325897,4,15,0
4.335054,29,2,0
12.612155,122,18,1
6.91537,44,67,0
5.667688,92,95,0
15.607887,12520,406,1
15.607887,474160,1635,1
15.607887,12443,220,1
6.151685,6,13,0
7.902174,19464,252,1
9.447734,4,21,0
6.093259,0,0,0
12.50124,937,146,1
7.40418,6,18,0
15.607887,59,121,1
6.255916,22,95,0
9.514318,982,197,1
5.979771,6,11,0
9.723173,0,0,1
3.325897,42,66,0
15.607887,0,0,1
9.841129,0,0,1
9.51572,4053,567,1
8.183125,4674,182,1
9.98387,95,114,0
10.477334,1316,337,1
6.410018,25,45,0
7.902174,19464,252,1
12.20669,0,0,1
15.607887,417,137,1
8.771091,4229,391,1
5.227298,70,80,0
4.235638,3,19,0
14.108156,698,296,1
8.596221,66,96,0
9.73859,379,179,1
7.913327,12,6,0
6.309037,4,50,0
5.123297,14,32,0
4.762158,5,686,0
7.532459,5,8,0
3.325897,6,17,0
15.607887,353,135,1
15.607887,389,22,1
15.607887,2753,43,1
10.475034,665,102,1
15.607887,0,0,1
8.673003,2814,279,1
12.745687,334,62,1
11.310601,915,207,1
7.824573,20,38,0
12.933739,575,297,1
6.588833,68,23,1
8.719824,0,1,0
4.925771,4,9,0
5.888086,77,20,0
4.927979,14917,452,1
10.849996,0,0,1
14.221593,12,33,1
6.629563,19,49,0
4.459154,3,16,0
6.580996,14,21,0
8.604821,219,62,0
13.661977,823,251,1
7.040052,89,67,0
5.962887,0,0,0
6.043145,0,0,0
11.663153,3883,195,1
15.607887,32,21,1
13.305301,499,82,1
14.103809,389,22,1
5.674499,7,14,0
13.256512,34,9,1
4.959978,952,332,0
6.05569,5,6,0
4.755463,14,37,0
6.295327,19,17,0
4.536128,9,98,0
15.607887,707,171,1
6.024771,105,222,0
15.607887,1723,237,1
2.326374,74,66,0
5.923344,73,260,0
5.978614,16,36,0
7.654745,0,0,1
9.454091,2,11,0
6.918703,47,26,0
9.191155,8,12,0
7.06068,0,27,0
6.08695,11,8,0
5.75737,0,0,0
15.607887,603,357,1
3.325897,9,17,0
7.569613,2009,490,1
4.793624,3,5,0
4.937078,3,12,0
6.137841,3,14,0
15.607887,0,0,1
15.607887,296,148,1
15.607887,149,247,1
15.607887,0,0,1
7.341973,39,38,0
15.607887,60,81,0
3.325897,5,27,0
5.978614,11,70,0
15.607887,0,0,1
9.827143,0,0,1
10.729322,44,111,1
5.188043,18,21,0
8.251925,0,0,1
15.607887,474160,1635,1
9.96214,155,127,1
15.607887,5281,403,1
6.404121,246,150,0
7.594,0,9,0
15.607887,61549,792,1
11.480753,879,80,1
15.607887,260,114,1
3.325897,74,96,0
15.607887,14494,1193,1
15.202422,3707,621,1
3.325897,2,13,0
8.794992,27,47,0
8.771091,0,0,1
5.972163,3,8,0
6.868043,19,213,0
10.978025,0,0,1
15.607887,96,50,1
15.607887,2263,523,1
3.325897,70,75,0
15.607887,471,232,1
5.991773,0,11,0
15.607887,4347,180,1
9.046149,0,0,1
13.946249,1634,228,1
5.305408,8,11,0
6.961311,20,52,0
6.550594,41,48,0
6.257074,69,63,0
9.73859,0,0,1
6.041501,2,6,0
5.991773,3,12,0
11.310601,310,65,1
6.043145,53,43,0
14.103809,389,22,1
9.961438,1933,233,1
5.420627,41,42,0
8.121554,4492,387,1
7.244691,2,6,0
11.716066,181,116,1
15.607887,6235,700,1
5.012385,111,128,0
9.223474,307,188,1
12.389011,0,0,1
6.882978,293,280,1
15.607887,7033,839,1
10.992766,203,208,0
7.843591,85,59,0
11.201168,75,16,0
15.607887,2814,279,1
5.951092,4,8,0
15.607887,367,53,1
13.399419,0,8,0
5.123297,0,27,0
11.086099,0,0,1
11.790175,0,0,1
6.003272,29,38,0
15.607887,1203,25,1
9.242276,8,7,0
12.587461,10,27,1
7.070231,1,14,0
10.28244,367,53,1
15.607887,2345,118,1
11.480753,0,0,1
8.538735,116,97,0
9.171737,493,50,1
6.861265,12,26,0
15.607887,839,444,1
13.256512,1426,273,1
8.655158,4,8,0
11.080678,0,0,1
6.664175,44,17,0
8.437016,101,116,1
14.509275,191,190,1
5.340316,17,23,0
5.724502,11,30,0
5.074951,0,2,0
8.841696,1287,215,1
6.024487,83,62,0
6.484415,2,11,0
5.734342,16,31,0
11.177071,0,0,1
15.607887,0,0,1
7.008398,58,226,0
5.123297,1,33,0
13.225319,30,6,1
6.501166,5,11,0
3.325897,9,17,0
6.367095,14,18,0
15.375864,66,28,1
15.607887,647,832,1
7.1191,28,8,0
15.607887,687,120,1
15.607887,350,461,1
6.235422,2083,193,1
8.63508,20,369,0
15.202422,92,49,1
11.944325,129,44,1
15.607887,389,92,1
12.091583,6,29,0
5.325196,0,64,0
8.429723,0,3,0
13.646121,429,81,1
5.636787,49,37,0
6.623282,43,15,0
3.325897,46,50,0
6.705331,36,27,0
15.607887,2666,130,1
6.499442,7,11,0
5.376736,1498,127,1
11.21963,3611,560,1
7.177562,3,16,0
9.1422,20285,427,1
11.345207,0,0,1
4.177332,8,12,0
13.356595,578,440,1
6.280706,104,113,0
15.607887,2027,145,1
15.607887,893,361,1
6.170417,3,34,0
6.150552,10811,527,1
6.086619,212,10,0
11.183041,0,0,1
10.610675,683,28,1
3.918698,6,23,0
5.31214,4,18,0
12.303927,3581,452,1
6.415554,17,23,0
6.732254,0,10,0
6.068784,5,851,0
12.516845,380,144,1
5.181671,2,32,0
2.893581,206,314,0
11.177071,0,0,1
5.330703,1,6,0
8.022061,35,44,0
5.485633,6,20,0
5.59689,15,30,0
17.064844,351,329,1
5.418199,7,20,0
1.885321,33,3,0
14.509275,950,603,1
5.741923,3,5,0
5.514376,2,8,0
7.19561,280,38,1
15.607887,9352,831,1
3.325897,3,8,0
15.607887,362,216,1
7.061746,2,8,0
5.293671,10,32,0
10.65206,2,8,0
6.967339,58,60,0
13.528445,147,112,1
5.972163,24,47,0
7.532459,62,102,0
5.071708,580,323,1
15.607887,0,0,0
15.607887,75,123,1
9.926009,187,69,1
3.325897,14,33,0
6.368479,13,11,0
6.204608,44,15,0
5.533506,3,7,0
3.63659,0,0,1
15.607887,2192,212,1
6.035778,5,9,0
6.697107,3,24,0
15.607887,1426,273,1
15.607887,2589,77,1
3.325897,6,17,0
6.236197,17,5,0
5.534396,24,46,0
5.214566,0,0,0
13.592984,1381,915,1
15.607887,84,36,1
9.387297,221,223,1
9.223474,249,111,1
6.895735,0,0,0
5.321436,24,52,0
6.571336,3,16,0
15.607887,53,11,1
15.607887,3126,298,1
8.689462,12,19,0
11.31159,53,85,1
7.498106,37,51,0
4.641354,63,36,0
9.790776,155,18,1
6.205889,9,25,0
3.842564,166,171,0
6.550594,4,11,0
6.368479,1,139,0
11.983546,68,78,1
15.607887,9,11,1
8.244381,3,9,0
12.578597,141,77,1
6.77857,8,25,0
7.843591,17,29,0
11.244788,1487,344,1
4.939505,164,268,0
10.152566,45,62,0
6.546896,11,16,0
15.607887,265,15,1
15.607887,0,0,1
16.504416,238,271,1
15.607887,707,171,1
6.262899,64,76,0
15.607887,2263,523,1
3.83062,4,55,0
7.021168,132,10,1
15.607887,4461,412,1
10.163958,521,24,0
7.368859,0,0,0
15.607887,0,0,1
5.439147,36,37,0
5.532296,64,96,0
5.527005,134,112,0
5.385732,15,21,0
9.456219,79419,1047,1
10.475034,665,102,1
5.325196,141,123,0
3.325897,137,25,0
5.123297,8,20,0
5.809451,60,61,0
15.607887,61,60,1
4.849968,16,43,0
15.953951,1081,672,1
6.443772,23,28,0
14.103809,504,26,1
3.325897,5,27,0
4.961933,7,10,0
15.607887,1335,100,1
6.664175,60,36,0
5.123297,21,82,0
6.857207,128,39,1
5.929192,0,12,0
15.607887,762,355,1
8.645643,3707,621,1
5.325196,47,56,0
5.562442,113,165,0
15.607887,362,216,1
5.325196,1,70,0
7.261814,80,19,0
15.607887,758,240,1
5.39442,337,355,0
10.163306,1364,41,1
12.516845,0,0,1
6.677426,2,17,0
5.449718,8,17,0
7.735051,1181,27,1
13.99766,502,182,1
5.321436,0,33,0
7.082013,170,113,0
12.774673,0,0,1
6.579052,4,14,0
15.607887,389,22,1
15.607887,2345,118,1
6.528726,22,68,0
6.138119,5,2,0
15.607887,762,355,1
5.929192,12,22,0
6.014251,7,12,0
15.607887,16868,692,1
4.309607,0,7,0
7.695031,61,56,0
7.208683,16,48,1
6.372843,192,233,0
6.137841,9,14,0
15.607887,26835,1131,1
5.448509,42623,1149,1
4.59745,11,75,0
15.607887,214,36,1
15.607887,164,64,1
5.1765,91,110,0
7.020082,41,22,0
7.948447,3,11,0
12.419155,12,17,1
5.39442,337,355,0
5.501358,7,15,0
15.607887,5631,376,1
5.312191,6,206,0
5.114513,133,100,0
15.607887,96,50,1
9.06897,5,10,0
6.985669,0,3,0
8.673003,2814,279,1
11.882194,849,145,1
9.787804,50,18,1
12.774673,0,0,1
10.40388,1753,299,1
6.895735,6,17,0
6.008703,98,20,0
5.900612,7,8,0
15.607887,0,0,1
15.607887,557,250,1
11.283754,893,361,1
11.303821,1897,224,1
15.607887,2737,251,1
6.014251,27,53,0
7.876833,1,9,0
4.243965,7,30,0
15.607887,474160,1635,1
9.501514,1,7,0
6.410018,28,107,0
10.691984,298,252,1
7.254637,37,77,1
5.719448,41,53,0
8.228462,1354,565,1
6.062378,115,121,0
7.027993,21,23,0
7.368859,34,37,0
6.490521,5,7,0
8.634344,25,13,0
8.888495,11,15,0
7.719184,0,12,1
6.974607,82,26,1
6.040763,3,1,0
5.803327,5,23,0
9.374457,3936,532,1
13.467821,0,0,0
10.973158,607,137,1
9.374457,3936,532,1
6.102714,34,44,0
6.604996,1,128,0
13.042937,0,0,1
14.91474,12,9,1
8.334586,129,145,0
5.420193,2,8,0
6.053105,24,8,0
15.607887,6254,129,1
6.973007,6,58,0
3.325897,18,45,0
7.16547,0,0,0
10.260779,18869,646,1
7.884767,22,26,0
5.778051,32,49,0
15.607887,0,0,1
15.607887,0,0,1
5.264797,77,85,0
15.202422,0,0,1
6.675396,33,49,0
9.283528,51221,1100,1
11.290399,0,0,1
9.525668,19,46,0
7.389811,8,20,0
15.607887,185,76,1
15.607887,358,79,1
13.305301,499,82,1
15.607887,0,0,0
6.54139,1,5,0
6.352067,136,45,0
8.062398,80,60,0
3.325897,1,14,0
9.51572,4053,567,1
6.882978,0,9,0
6.022891,46,21,0
12.774673,572,542,1
13.256512,1426,273,1
5.588535,28,71,0
2.240282,0,0,0
13.209991,1836,263,1
5.431876,4053,567,1
12.228622,1242,503,1
8.689462,1,14,0
10.289767,952,306,1
15.607887,8439,644,1
6.922055,5,17,0
15.607887,7595,46,1
4.641354,0,0,0
5.787811,5,18,0
3.645001,85,119,0
9.178982,6,10,0
6.615799,0,14,0
5.377729,0,0,0
9.374457,3936,532,1
7.506609,3164,1102,1
7.908283,35,61,0
6.063324,4,6,0
15.607887,0,0,1
5.073167,328,736,0
12.287104,2064,225,1
6.545055,117,111,0
10.587301,4622,212,1
10.475034,665,102,1
15.202422,19464,252,1
5.625589,20,39,0
7.273497,2,8,0
6.165371,1,7,0
7.020082,50,84,0
7.608687,4,10,0
10.838071,619,32,1
15.607887,4020,387,1
15.607887,1723,237,1
5.420627,2,4,0
7.41149,5,11,0
6.204608,1,9,0
15.607887,1690,646,1
7.498106,0,4,0
11.609686,468,30,1
15.607887,749,150,1
3.325897,2,12,0
6.891153,4,5,1
5.259803,54,55,0
6.658601,23,30,0
5.420627,60,62,0
11.250225,1555,428,1
11.177071,301,12,0
5.807266,9,52,0
15.607887,214,36,1
4.641354,1,7,0
6.246724,36,23,0
6.942548,11,14,0
15.607887,667,894,1
6.404121,2,50,0
11.797016,320,467,1
15.607887,0,0,1
10.968315,958,270,1
6.909289,1123,38,1
9.447734,25,55,0
7.588844,59,52,0
8.301966,3,7,0
6.618018,2,20,0
7.316993,15,46,0
10.526483,919,142,0
5.254198,1,7,0
7.816554,4,7,0
5.949986,1,33,0
5.859036,162,30,0
15.202422,2681,281,1
7.862884,28,33,0
5.310744,87,68,0
3.750782,105,289,0
9.525668,34,65,0
10.16115,9099,369,1
12.867047,32,37,1
11.53886,306,183,1
6.985488,3,3,0
13.308071,42,50,1
15.607887,707,171,1
15.607887,391,85,1
11.189047,432,35,1
15.607887,767,311,1
6.807363,23,27,0
15.607887,31965,30,1
7.718618,1,13,0
15.202422,642,230,1
6.08695,1,23,0
12.024368,2192,212,1
15.607887,2767,92,1
7.498106,70,102,0
6.855197,7,7,0
8.000147,4,64,0
11.944325,129,44,1
15.607887,0,0,1
15.607887,474160,1635,1
6.877236,5,13,0
15.607887,310,65,1
9.223474,77,138,1
15.607887,5365,507,1
12.987653,928,400,1
11.283754,893,361,1
10.65206,11,24,0
5.528223,28,41,0
5.413826,179,204,0
10.978025,760,272,1
5.128429,710,362,0
5.39442,337,355,0
6.383912,0,0,0
5.965793,4,26,0
9.863282,3,10,0
7.020082,221,99,1
15.607887,2466,273,1
6.402263,0,5,0
10.514137,1562,303,0
15.607887,249,111,1
4.577509,8,11,0
10.221101,2690,351,1
6.053105,14,27,0
6.057303,0,0,0
5.269293,55,51,0
6.717547,450,214,0
6.495595,7,64,0
3.325897,19,47,0
6.182878,200,202,0
11.647074,4,6,0
2.138795,200,175,1
3.325897,29,53,0
3.325897,4,22,0
15.607887,921,294,1
6.008703,7,11,0
15.607887,0,0,1
15.607887,8439,644,1
15.202422,0,0,1
5.284517,19,31,0
6.765357,24,21,0
8.185314,31,39,0
5.406048,7,18,0
6.70555,30,47,0
15.607887,8300,409,1
15.607887,0,0,1
15.607887,2589,77,1
4.314467,100,112,0
15.607887,1364,41,1
15.607887,129,132,1
7.626428,0,13,0
12.275682,0,0,1
3.325897,74,96,0
15.607887,5147,352,1
15.607887,2056,355,1
11.695864,588,135,1
13.903139,136,47,1
6.089857,1,2,0
3.468215,0,11,0
5.910137,8,27,0
6.855197,11,6,0
6.819977,132,10,1
14.91474,0,0,1
10.987828,619,32,1
7.514272,148,139,0
15.607887,629,24,1
12.409216,0,0,0
5.51146,1,8,0
14.91474,183,86,1
7.479597,116,113,0
11.086099,44,111,1
11.846687,64,97,1
6.295327,0,0,0
12.126647,169,26,1
6.445448,5,19,0
6.426525,10,27,0
11.290399,0,0,1
15.607887,47090,442,1
6.024487,28,37,0
15.607887,61549,792,1
4.891101,1,5,0
9.790776,155,18,1
6.186346,3,9,0
15.607887,3844,216,1
7.332062,5,16,0
6.449918,25,146,0
6.170615,52,39,0
10.256029,122,87,1
5.799969,12,11,0
5.321436,24,52,0
2.841884,36,41,0
6.730924,34,44,0
15.607887,450,89,1
14.103809,389,22,1
12.96883,1113,292,1
12.774673,0,0,1
10.740353,11,21,0
13.042937,1048,282,1
5.325196,59,89,0
5.471287,8,11,0
15.607887,519,141,1
15.607887,335,32,1
15.607887,1426,273,1
15.607887,214,36,1
15.607887,178,42,1
13.209991,73,32,1
3.325897,43,47,0
5.752622,11,15,0
3.325897,386,376,0
3.325897,42,66,0
15.607887,4563,432,1
11.582536,1011,189,1
15.607887,2122,113,1
8.390444,4020,387,1
5.325196,63,54,0
15.607887,310,348,1
11.846687,10,8,0
15.202422,0,0,1
10.978025,0,0,1
5.977096,14,27,0
5.471948,48,33,0
5.364523,6,14,0
11.607748,258,48,1
15.607887,449,181,1
5.991773,0,5,0
15.607887,194,12,1
9.669032,261,132,0
15.607887,61549,792,1
9.068296,288,106,1
3.762823,17,104,0
3.191677,1,4,0
5.650759,60,58,0
6.097303,3,4,0
6.918811,0,0,0
11.381053,1546,182,1
10.695232,14109,538,1
7.465203,0,0,0
5.075972,6,13,0
6.54139,49,59,0
3.325897,2,12,0
4.913221,4,6,0
6.657816,0,1,0
6.579052,2,10,0
6.014251,18,25,0
6.939086,17,21,0
8.781143,487,380,1
15.607887,0,0,1
3.456374,10,27,0
9.333125,1033,57,1
7.025107,2,7,0
7.048221,2,11,0
10.392951,7776,258,1
8.793188,5,149,0
11.324301,0,0,1
10.317097,101,142,1
6.942548,26,15,0
13.410663,406,55,1
13.998448,0,0,0
12.275682,0,0,1
10.982914,0,0,1
4.269368,1,69,0
6.855197,125,22,0
3.325897,5,12,0
8.625953,4147,42,1
4.297451,5,43,0
5.39442,337,354,0
8.315813,3,34,0
5.429201,10,306,0
15.607887,387,273,1
3.325897,2,12,0
4.353632,8,9,0
15.607887,4,23,0
7.279421,1,31,0
10.526483,2726,203,1
10.008978,1690,646,1
15.607887,269,248,1
5.503118,12,12,0
5.325196,6,20,0
10.342609,0,442,1
3.926052,18,29,0
3.325897,42,66,0
6.076984,208,218,0
15.607887,526,178,1
5.325196,2,12,0
6.404121,5,13,0
3.325897,42,66,0
6.661005,41,40,0
5.334911,54,25,0
5.446931,6,5,0
15.607887,391,85,1
6.492229,1,4,0
6.679941,46,101,0
6.387337,1,5,0
6.855197,17,26,0
11.906585,8294,305,1
5.386522,1,11,0
11.264082,584,29,1
5.349145,38,51,0
7.532459,5,8,0
12.190161,211,26,1
7.881233,837,148,1
6.163967,8,8,0
8.702635,129,131,1
3.325897,43,47,0
4.758793,6,99,0
6.072652,3,5,0
8.139563,8,9,1
5.724502,1,8,0
8.332715,7595,46,1
15.607887,214,36,1
15.607887,1599,860,1
5.325196,14,18,0
5.163036,4,85,0
10.511073,0,0,1
3.418693,1,31,0
3.325897,386,376,0
7.803944,7,60,0
13.042937,1048,282,1
5.858422,64,78,0
15.607887,2589,77,1
6.174895,1,12,0
7.19561,280,38,1
6.625369,1020,96,1
5.744472,43,53,0
10.824571,4563,432,1
9.680961,0,0,1
10.395673,0,0,1
13.410663,15,15,0
3.325897,20,36,0
13.256512,1039,106,1
8.332715,0,0,1
6.678298,23,10,0
10.475034,665,102,1
4.916668,9,17,0
7.994548,837,148,1
9.75493,123,117,1
12.15791,19,6,1
11.303821,434,102,1
5.953543,2,2,0
15.202422,208,83,1
6.796492,16,34,0
15.607887,75,123,1
7.805288,7,9,0
6.71905,15,24,0
7.498106,88,59,0
9.570177,0,72,0
10.987828,619,32,1
9.822525,25,29,0
3.325897,74,96,0
6.165371,16,20,0
6.069265,28,47,0
15.607887,352,104,1
6.204608,30,35,0
11.529342,3883,195,1
14.103809,389,22,1
5.25097,7,12,0
5.807266,5,20,0
15.607887,47596,989,1
15.607887,7595,46,1
8.082787,2681,281,1
6.269917,19,36,0
15.607887,53,81,1
6.005287,12,40,0
7.532459,18,66,0
6.638038,13,13,0
4.677147,1,7,0
4.645879,2,4,0
15.607887,1147,234,1
3.325897,29,53,0
11.23213,49,101,1
15.607887,3234,148,1
12.804525,594,320,1
8.738825,23,100,0
9.289821,862,119,1
5.624508,0,0,0
5.622394,10,11,0
7.369615,499,91,1
12.250422,1345,460,1
5.904834,125,118,0
8.256245,26,23,0
12.745687,334,62,1
7.457242,79,107,0
10.018767,6136,318,1
6.082776,0,0,0
15.607887,82,41,1
3.325897,2,11,0
4.020952,1,58,0
3.325897,9,7,0
15.607887,310,348,1
7.485623,70,23,1
9.670351,0,0,0
13.998448,1339,286,1
6.590807,3,10,0
4.541767,804,272,0
5.783448,142,151,0
7.185633,10,17,0
9.14252,5,8,0
6.499127,6,22,0
15.607887,474160,1635,1
7.749247,0,10,0
9.223474,307,188,1
10.745518,2753,43,1
15.607887,802,346,0
5.65032,75,73,0
8.841696,1287,215,1
9.097629,82,91,0
4.992838,24,149,0
15.607887,1223,27,1
5.215449,0,0,1
7.141148,180,112,1
2.520507,376,313,1
7.190777,0,7,0
15.607887,7033,839,1
10.41493,1113,154,1
10.992766,206,213,0
11.310601,310,65,1
9.156627,653,98,1
9.558153,1511,162,1
15.607887,4874,204,1
9.703889,12520,406,1
6.443772,47,56,0
15.607887,2026,639,1
15.607887,2814,279,1
7.020082,76,97,0
7.052346,3,8,0
4.88727,6,5,0
15.607887,168,27,1
6.295327,0,10,0
